"","Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal"
"566",1964,"Innsbruck","Skiing","Cross Country S","URS","5km","W","Bronze"
"567",1964,"Innsbruck","Skiing","Cross Country S","URS","5km","W","Gold"
"568",1964,"Innsbruck","Skiing","Nordic Combined","URS","individual","M","Silver"
"569",1964,"Innsbruck","Skating","Figure skating","USA","individual","M","Bronze"
"570",1964,"Innsbruck","Skating","Speed skating","USA","500m","M","Gold"
"571",1964,"Innsbruck","Skiing","Alpine Skiing","USA","giant slalom","W","Silver"
"572",1964,"Innsbruck","Skiing","Alpine Skiing","USA","slalom","M","Bronze"
"573",1964,"Innsbruck","Skiing","Alpine Skiing","USA","slalom","M","Silver"
"574",1964,"Innsbruck","Skiing","Alpine Skiing","USA","slalom","W","Bronze"
"575",1968,"Grenoble","Bobsleigh","Bobsleigh","AUT","four-man","M","Silver"
"576",1968,"Grenoble","Luge","Luge","AUT","doubles","X","Silver"
"577",1968,"Grenoble","Luge","Luge","AUT","singles","M","Gold"
"578",1968,"Grenoble","Skating","Figure skating","AUT","individual","M","Gold"
"579",1968,"Grenoble","Skiing","Alpine Skiing","AUT","downhill","W","Bronze"
"580",1968,"Grenoble","Skiing","Alpine Skiing","AUT","downhill","W","Gold"
"581",1968,"Grenoble","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze"
"582",1968,"Grenoble","Skiing","Alpine Skiing","AUT","slalom","M","Bronze"
"583",1968,"Grenoble","Skiing","Alpine Skiing","AUT","slalom","M","Silver"
"584",1968,"Grenoble","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Bronze"
"585",1968,"Grenoble","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Silver"
"586",1968,"Grenoble","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Bronze"
"587",1968,"Grenoble","Skiing","Alpine Skiing","CAN","giant slalom","W","Gold"
"588",1968,"Grenoble","Skiing","Alpine Skiing","CAN","slalom","W","Silver"
"589",1968,"Grenoble","Skating","Speed skating","FIN","1500m","W","Gold"
"590",1968,"Grenoble","Skating","Speed skating","FIN","3000m","W","Silver"
"591",1968,"Grenoble","Skiing","Cross Country S","FIN","15km","M","Silver"
"592",1968,"Grenoble","Skiing","Cross Country S","FIN","30km mass start","M","Bronze"
"593",1968,"Grenoble","Skiing","Cross Country S","FIN","4x10km relay","M","Bronze"
"594",1968,"Grenoble","Skating","Figure skating","FRA","individual","M","Bronze"
"595",1968,"Grenoble","Skiing","Alpine Skiing","FRA","downhill","M","Gold"
"596",1968,"Grenoble","Skiing","Alpine Skiing","FRA","downhill","M","Silver"
"597",1968,"Grenoble","Skiing","Alpine Skiing","FRA","downhill","W","Silver"
"598",1968,"Grenoble","Skiing","Alpine Skiing","FRA","giant slalom","M","Gold"
"599",1968,"Grenoble","Skiing","Alpine Skiing","FRA","giant slalom","W","Silver"
"600",1968,"Grenoble","Skiing","Alpine Skiing","FRA","slalom","M","Gold"
"601",1968,"Grenoble","Skiing","Alpine Skiing","FRA","slalom","W","Bronze"
"602",1968,"Grenoble","Skiing","Alpine Skiing","FRA","slalom","W","Gold"
"603",1968,"Grenoble","Bobsleigh","Bobsleigh","FRG","two-man","M","Silver"
"604",1968,"Grenoble","Luge","Luge","FRG","doubles","X","Bronze"
"605",1968,"Grenoble","Luge","Luge","FRG","singles","W","Bronze"
"606",1968,"Grenoble","Luge","Luge","FRG","singles","W","Silver"
"607",1968,"Grenoble","Skating","Figure skating","FRG","pairs","X","Bronze"
"608",1968,"Grenoble","Skating","Speed skating","FRG","500m","M","Gold"
"609",1968,"Grenoble","Skiing","Nordic Combined","FRG","individual","M","Gold"
"610",1968,"Grenoble","Luge","Luge","GDR","doubles","X","Gold"
"611",1968,"Grenoble","Luge","Luge","GDR","singles","M","Bronze"
"612",1968,"Grenoble","Luge","Luge","GDR","singles","M","Silver"
"613",1968,"Grenoble","Skating","Figure skating","GDR","individual","W","Silver"
"614",1968,"Grenoble","Skiing","Nordic Combined","GDR","individual","M","Bronze"
"615",1968,"Grenoble","Bobsleigh","Bobsleigh","ITA","four-man","M","Gold"
"616",1968,"Grenoble","Bobsleigh","Bobsleigh","ITA","two-man","M","Gold"
"617",1968,"Grenoble","Luge","Luge","ITA","singles","W","Gold"
"618",1968,"Grenoble","Skiing","Cross Country S","ITA","30km mass start","M","Gold"
"619",1968,"Grenoble","Skating","Speed skating","NED","1000m","W","Gold"
"620",1968,"Grenoble","Skating","Speed skating","NED","1500m","M","Gold"
"621",1968,"Grenoble","Skating","Speed skating","NED","1500m","M","Silver"
"622",1968,"Grenoble","Skating","Speed skating","NED","1500m","W","Bronze"
"623",1968,"Grenoble","Skating","Speed skating","NED","1500m","W","Silver"
"624",1968,"Grenoble","Skating","Speed skating","NED","3000m","W","Bronze"
"625",1968,"Grenoble","Skating","Speed skating","NED","3000m","W","Gold"
"626",1968,"Grenoble","Skating","Speed skating","NED","5000m","M","Bronze"
"627",1968,"Grenoble","Skating","Speed skating","NED","5000m","M","Silver"
"628",1968,"Grenoble","Biathlon","Biathlon","NOR","20km","M","Gold"
"629",1968,"Grenoble","Biathlon","Biathlon","NOR","4x7.5km relay","M","Silver"
"630",1968,"Grenoble","Skating","Speed skating","NOR","10000m","M","Silver"
"631",1968,"Grenoble","Skating","Speed skating","NOR","1500m","M","Silver"
"632",1968,"Grenoble","Skating","Speed skating","NOR","5000m","M","Gold"
"633",1968,"Grenoble","Skating","Speed skating","NOR","500m","M","Silver"
"634",1968,"Grenoble","Skiing","Cross Country S","NOR","10km","W","Bronze"
"635",1968,"Grenoble","Skiing","Cross Country S","NOR","10km","W","Silver"
"636",1968,"Grenoble","Skiing","Cross Country S","NOR","15km","M","Gold"
"637",1968,"Grenoble","Skiing","Cross Country S","NOR","30km mass start","M","Silver"
"638",1968,"Grenoble","Skiing","Cross Country S","NOR","3x5km relay","W","Gold"
"639",1968,"Grenoble","Skiing","Cross Country S","NOR","4x10km relay","M","Gold"
"640",1968,"Grenoble","Skiing","Cross Country S","NOR","50km","M","Gold"
"641",1968,"Grenoble","Skiing","Ski Jumping","NOR","K120 individual (90m)","M","Bronze"
"642",1968,"Grenoble","Bobsleigh","Bobsleigh","ROU","two-man","M","Bronze"
"643",1968,"Grenoble","Bobsleigh","Bobsleigh","SUI","four-man","M","Bronze"
"644",1968,"Grenoble","Skiing","Alpine Skiing","SUI","downhill","M","Bronze"
"645",1968,"Grenoble","Skiing","Alpine Skiing","SUI","giant slalom","M","Silver"
"646",1968,"Grenoble","Skiing","Alpine Skiing","SUI","giant slalom","W","Bronze"
"647",1968,"Grenoble","Skiing","Cross Country S","SUI","50km","M","Bronze"
"648",1968,"Grenoble","Skiing","Nordic Combined","SUI","individual","M","Silver"
"649",1968,"Grenoble","Biathlon","Biathlon","SWE","4x7.5km relay","M","Bronze"
"650",1968,"Grenoble","Skating","Speed skating","SWE","10000m","M","Bronze"
"651",1968,"Grenoble","Skating","Speed skating","SWE","10000m","M","Gold"
"652",1968,"Grenoble","Skiing","Cross Country S","SWE","10km","W","Gold"
"653",1968,"Grenoble","Skiing","Cross Country S","SWE","15km","M","Bronze"
"654",1968,"Grenoble","Skiing","Cross Country S","SWE","3x5km relay","W","Silver"
"655",1968,"Grenoble","Skiing","Cross Country S","SWE","4x10km relay","M","Silver"
"656",1968,"Grenoble","Skiing","Cross Country S","SWE","5km","W","Gold"
"657",1968,"Grenoble","Ice Hockey","Ice Hockey","TCH","ice hockey","M","Silver"
"658",1968,"Grenoble","Skating","Figure skating","TCH","individual","W","Bronze"
"659",1968,"Grenoble","Skiing","Ski Jumping","TCH","K120 individual (90m)","M","Silver"
"660",1968,"Grenoble","Skiing","Ski Jumping","TCH","K90 individual (70m)","M","Gold"
"661",1968,"Grenoble","Biathlon","Biathlon","URS","20km","M","Bronze"
"662",1968,"Grenoble","Biathlon","Biathlon","URS","20km","M","Silver"
"663",1968,"Grenoble","Biathlon","Biathlon","URS","4x7.5km relay","M","Gold"
"664",1968,"Grenoble","Ice Hockey","Ice Hockey","URS","ice hockey","M","Gold"
"665",1968,"Grenoble","Skating","Figure skating","URS","pairs","X","Gold"
"666",1968,"Grenoble","Skating","Figure skating","URS","pairs","X","Silver"
"667",1968,"Grenoble","Skating","Speed skating","URS","1000m","W","Silver"
"668",1968,"Grenoble","Skating","Speed skating","URS","500m","W","Gold"
"669",1968,"Grenoble","Skiing","Cross Country S","URS","3x5km relay","W","Bronze"
"670",1968,"Grenoble","Skiing","Cross Country S","URS","50km","M","Silver"
"671",1968,"Grenoble","Skiing","Cross Country S","URS","5km","W","Bronze"
"672",1968,"Grenoble","Skiing","Cross Country S","URS","5km","W","Silver"
"673",1968,"Grenoble","Skiing","Ski Jumping","URS","K120 individual (90m)","M","Gold"
"674",1968,"Grenoble","Skating","Figure skating","USA","individual","M","Silver"
"675",1968,"Grenoble","Skating","Figure skating","USA","individual","W","Gold"
"676",1968,"Grenoble","Skating","Speed skating","USA","1000m","W","Bronze"
"677",1968,"Grenoble","Skating","Speed skating","USA","500m","M","Silver"
"678",1968,"Grenoble","Skating","Speed skating","USA","500m","W","Silver"
"679",1968,"Grenoble","Skating","Speed skating","USA","500m","W","Silver"
"680",1968,"Grenoble","Skating","Speed skating","USA","500m","W","Silver"
"681",1972,"Sapporo","Skating","Figure skating","AUT","individual","W","Gold"
"682",1972,"Sapporo","Skiing","Alpine Skiing","AUT","downhill","M","Bronze"
"683",1972,"Sapporo","Skiing","Alpine Skiing","AUT","downhill","W","Silver"
"684",1972,"Sapporo","Skiing","Alpine Skiing","AUT","giant slalom","W","Bronze"
"685",1972,"Sapporo","Skiing","Alpine Skiing","AUT","giant slalom","W","Silver"
"686",1972,"Sapporo","Skating","Figure skating","CAN","individual","W","Silver"
"687",1972,"Sapporo","Skiing","Alpine Skiing","ESP","slalom","M","Gold"
"688",1972,"Sapporo","Biathlon","Biathlon","FIN","4x7.5km relay","M","Silver"
"689",1972,"Sapporo","Skiing","Cross Country S","FIN","10km","W","Bronze"
"690",1972,"Sapporo","Skiing","Cross Country S","FIN","3x5km relay","W","Silver"
"691",1972,"Sapporo","Skiing","Cross Country S","FIN","5km","W","Silver"
"692",1972,"Sapporo","Skiing","Nordic Combined","FIN","individual","M","Silver"
"693",1972,"Sapporo","Skating","Figure skating","FRA","individual","M","Bronze"
"694",1972,"Sapporo","Skiing","Alpine Skiing","FRA","slalom","W","Bronze"
"695",1972,"Sapporo","Skiing","Alpine Skiing","FRA","slalom","W","Silver"
"696",1972,"Sapporo","Bobsleigh","Bobsleigh","FRG","four-man","M","Bronze"
"697",1972,"Sapporo","Bobsleigh","Bobsleigh","FRG","two-man","M","Gold"
"698",1972,"Sapporo","Bobsleigh","Bobsleigh","FRG","two-man","M","Silver"
"699",1972,"Sapporo","Skating","Speed skating","FRG","1000m","W","Gold"
"700",1972,"Sapporo","Skating","Speed skating","FRG","500m","M","Gold"
"701",1972,"Sapporo","Biathlon","Biathlon","GDR","20km","M","Silver"
"702",1972,"Sapporo","Biathlon","Biathlon","GDR","4x7.5km relay","M","Bronze"
"703",1972,"Sapporo","Luge","Luge","GDR","doubles","X","Bronze"
"704",1972,"Sapporo","Luge","Luge","GDR","doubles","X","Gold"
"705",1972,"Sapporo","Luge","Luge","GDR","singles","M","Bronze"
"706",1972,"Sapporo","Luge","Luge","GDR","singles","M","Gold"
"707",1972,"Sapporo","Luge","Luge","GDR","singles","M","Silver"
"708",1972,"Sapporo","Luge","Luge","GDR","singles","W","Bronze"
"709",1972,"Sapporo","Luge","Luge","GDR","singles","W","Gold"
"710",1972,"Sapporo","Luge","Luge","GDR","singles","W","Silver"
"711",1972,"Sapporo","Skating","Figure skating","GDR","pairs","X","Bronze"
"712",1972,"Sapporo","Skiing","Nordic Combined","GDR","individual","M","Bronze"
"713",1972,"Sapporo","Skiing","Nordic Combined","GDR","individual","M","Gold"
"714",1972,"Sapporo","Skiing","Ski Jumping","GDR","K120 individual (90m)","M","Bronze"
"715",1972,"Sapporo","Bobsleigh","Bobsleigh","ITA","four-man","M","Silver"
"716",1972,"Sapporo","Luge","Luge","ITA","doubles","X","Gold"
"717",1972,"Sapporo","Skiing","Alpine Skiing","ITA","giant slalom","M","Gold"
"718",1972,"Sapporo","Skiing","Alpine Skiing","ITA","slalom","M","Bronze"
"719",1972,"Sapporo","Skiing","Alpine Skiing","ITA","slalom","M","Silver"
"720",1972,"Sapporo","Skiing","Ski Jumping","JPN","K90 individual (70m)","M","Bronze"
"721",1972,"Sapporo","Skiing","Ski Jumping","JPN","K90 individual (70m)","M","Gold"
"722",1972,"Sapporo","Skiing","Ski Jumping","JPN","K90 individual (70m)","M","Silver"
"723",1972,"Sapporo","Skating","Speed skating","NED","10000m","M","Gold"
"724",1972,"Sapporo","Skating","Speed skating","NED","10000m","M","Silver"
"725",1972,"Sapporo","Skating","Speed skating","NED","1000m","W","Silver"
"726",1972,"Sapporo","Skating","Speed skating","NED","1500m","M","Gold"
"727",1972,"Sapporo","Skating","Speed skating","NED","1500m","W","Bronze"
"728",1972,"Sapporo","Skating","Speed skating","NED","1500m","W","Silver"
"729",1972,"Sapporo","Skating","Speed skating","NED","3000m","W","Bronze"
"730",1972,"Sapporo","Skating","Speed skating","NED","3000m","W","Gold"
"731",1972,"Sapporo","Skating","Speed skating","NED","5000m","M","Gold"
"732",1972,"Sapporo","Biathlon","Biathlon","NOR","20km","M","Gold"
"733",1972,"Sapporo","Skating","Speed skating","NOR","10000m","M","Bronze"
"734",1972,"Sapporo","Skating","Speed skating","NOR","1500m","M","Silver"
"735",1972,"Sapporo","Skating","Speed skating","NOR","5000m","M","Bronze"
"736",1972,"Sapporo","Skating","Speed skating","NOR","5000m","M","Silver"
"737",1972,"Sapporo","Skiing","Cross Country S","NOR","15km","M","Bronze"
"738",1972,"Sapporo","Skiing","Cross Country S","NOR","30km mass start","M","Bronze"
"739",1972,"Sapporo","Skiing","Cross Country S","NOR","30km mass start","M","Silver"
"740",1972,"Sapporo","Skiing","Cross Country S","NOR","3x5km relay","W","Bronze"
"741",1972,"Sapporo","Skiing","Cross Country S","NOR","4x10km relay","M","Silver"
"742",1972,"Sapporo","Skiing","Cross Country S","NOR","50km","M","Gold"
"743",1972,"Sapporo","Skiing","Cross Country S","NOR","50km","M","Silver"
"744",1972,"Sapporo","Skiing","Ski Jumping","POL","K120 individual (90m)","M","Gold"
"745",1972,"Sapporo","Bobsleigh","Bobsleigh","SUI","four-man","M","Gold"
"746",1972,"Sapporo","Bobsleigh","Bobsleigh","SUI","two-man","M","Bronze"
"747",1972,"Sapporo","Skiing","Alpine Skiing","SUI","downhill","M","Gold"
"748",1972,"Sapporo","Skiing","Alpine Skiing","SUI","downhill","M","Silver"
"749",1972,"Sapporo","Skiing","Alpine Skiing","SUI","downhill","W","Gold"
"750",1972,"Sapporo","Skiing","Alpine Skiing","SUI","giant slalom","M","Bronze"
"751",1972,"Sapporo","Skiing","Alpine Skiing","SUI","giant slalom","M","Silver"
"752",1972,"Sapporo","Skiing","Alpine Skiing","SUI","giant slalom","W","Gold"
"753",1972,"Sapporo","Skiing","Cross Country S","SUI","4x10km relay","M","Bronze"
"754",1972,"Sapporo","Skiing","Ski Jumping","SUI","K120 individual (90m)","M","Silver"
"755",1972,"Sapporo","Biathlon","Biathlon","SWE","20km","M","Bronze"
"756",1972,"Sapporo","Skating","Speed skating","SWE","1500m","M","Bronze"
"757",1972,"Sapporo","Skating","Speed skating","SWE","500m","M","Silver"
"758",1972,"Sapporo","Skiing","Cross Country S","SWE","15km","M","Gold"
"759",1972,"Sapporo","Ice Hockey","Ice Hockey","TCH","ice hockey","M","Bronze"
"760",1972,"Sapporo","Skating","Figure skating","TCH","individual","M","Gold"
"761",1972,"Sapporo","Skiing","Cross Country S","TCH","5km","W","Bronze"
"762",1972,"Sapporo","Biathlon","Biathlon","URS","4x7.5km relay","M","Gold"
"763",1972,"Sapporo","Ice Hockey","Ice Hockey","URS","ice hockey","M","Gold"
"764",1972,"Sapporo","Skating","Figure skating","URS","individual","M","Silver"
"765",1972,"Sapporo","Skating","Figure skating","URS","pairs","X","Gold"
"766",1972,"Sapporo","Skating","Figure skating","URS","pairs","X","Silver"
"767",1972,"Sapporo","Skating","Speed skating","URS","500m","M","Bronze"
"768",1972,"Sapporo","Skating","Speed skating","URS","500m","W","Bronze"
"769",1972,"Sapporo","Skating","Speed skating","URS","500m","W","Silver"
"770",1972,"Sapporo","Skiing","Cross Country S","URS","10km","W","Gold"
"771",1972,"Sapporo","Skiing","Cross Country S","URS","10km","W","Silver"
"772",1972,"Sapporo","Skiing","Cross Country S","URS","15km","M","Silver"
"773",1972,"Sapporo","Skiing","Cross Country S","URS","30km mass start","M","Gold"
"774",1972,"Sapporo","Skiing","Cross Country S","URS","3x5km relay","W","Gold"
"775",1972,"Sapporo","Skiing","Cross Country S","URS","4x10km relay","M","Gold"
"776",1972,"Sapporo","Skiing","Cross Country S","URS","50km","M","Bronze"
"777",1972,"Sapporo","Skiing","Cross Country S","URS","5km","W","Gold"
"778",1972,"Sapporo","Ice Hockey","Ice Hockey","USA","ice hockey","M","Silver"
"779",1972,"Sapporo","Skating","Figure skating","USA","individual","W","Bronze"
"780",1972,"Sapporo","Skating","Speed skating","USA","1000m","W","Bronze"
"781",1972,"Sapporo","Skating","Speed skating","USA","1500m","W","Gold"
"782",1972,"Sapporo","Skating","Speed skating","USA","3000m","W","Silver"
"783",1972,"Sapporo","Skating","Speed skating","USA","500m","W","Gold"
"784",1972,"Sapporo","Skiing","Alpine Skiing","USA","downhill","W","Bronze"
"785",1972,"Sapporo","Skiing","Alpine Skiing","USA","slalom","W","Gold"
"786",1976,"Innsbruck","Luge","Luge","AUT","doubles","X","Bronze"
"787",1976,"Innsbruck","Skiing","Alpine Skiing","AUT","downhill","M","Gold"
"788",1976,"Innsbruck","Skiing","Alpine Skiing","AUT","downhill","W","Silver"
"789",1976,"Innsbruck","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Gold"
"790",1976,"Innsbruck","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Silver"
"791",1976,"Innsbruck","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Bronze"
"792",1976,"Innsbruck","Skating","Figure skating","CAN","individual","M","Bronze"
"793",1976,"Innsbruck","Skating","Speed skating","CAN","500m","W","Silver"
"794",1976,"Innsbruck","Skiing","Alpine Skiing","CAN","giant slalom","W","Gold"
"795",1976,"Innsbruck","Biathlon","Biathlon","FIN","20km","M","Silver"
"796",1976,"Innsbruck","Biathlon","Biathlon","FIN","4x7.5km relay","M","Silver"
"797",1976,"Innsbruck","Skiing","Cross Country S","FIN","10km","W","Silver"
"798",1976,"Innsbruck","Skiing","Cross Country S","FIN","15km","M","Bronze"
"799",1976,"Innsbruck","Skiing","Cross Country S","FIN","4x10km relay","M","Gold"
"800",1976,"Innsbruck","Skiing","Cross Country S","FIN","4x5km relay","W","Silver"
"801",1976,"Innsbruck","Skiing","Cross Country S","FIN","5km","W","Gold"
"802",1976,"Innsbruck","Skiing","Alpine Skiing","FRA","giant slalom","W","Bronze"
"803",1976,"Innsbruck","Bobsleigh","Bobsleigh","FRG","four-man","M","Bronze"
"804",1976,"Innsbruck","Bobsleigh","Bobsleigh","FRG","two-man","M","Silver"
"805",1976,"Innsbruck","Ice Hockey","Ice Hockey","FRG","ice hockey","M","Bronze"
"806",1976,"Innsbruck","Luge","Luge","FRG","doubles","X","Silver"
"807",1976,"Innsbruck","Luge","Luge","FRG","singles","M","Silver"
"808",1976,"Innsbruck","Luge","Luge","FRG","singles","W","Bronze"
"809",1976,"Innsbruck","Skiing","Alpine Skiing","FRG","downhill","W","Gold"
"810",1976,"Innsbruck","Skiing","Alpine Skiing","FRG","giant slalom","W","Silver"
"811",1976,"Innsbruck","Skiing","Alpine Skiing","FRG","slalom","W","Gold"
"812",1976,"Innsbruck","Skiing","Nordic Combined","FRG","individual","M","Silver"
"813",1976,"Innsbruck","Skating","Figure skating","GBR","individual","M","Gold"
"814",1976,"Innsbruck","Biathlon","Biathlon","GDR","4x7.5km relay","M","Bronze"
"815",1976,"Innsbruck","Bobsleigh","Bobsleigh","GDR","four-man","M","Gold"
"816",1976,"Innsbruck","Bobsleigh","Bobsleigh","GDR","two-man","M","Gold"
"817",1976,"Innsbruck","Luge","Luge","GDR","doubles","X","Gold"
"818",1976,"Innsbruck","Luge","Luge","GDR","singles","M","Bronze"
"819",1976,"Innsbruck","Luge","Luge","GDR","singles","M","Gold"
"820",1976,"Innsbruck","Luge","Luge","GDR","singles","W","Gold"
"821",1976,"Innsbruck","Luge","Luge","GDR","singles","W","Silver"
"822",1976,"Innsbruck","Skating","Figure skating","GDR","individual","W","Bronze"
"823",1976,"Innsbruck","Skating","Figure skating","GDR","pairs","X","Bronze"
"824",1976,"Innsbruck","Skating","Figure skating","GDR","pairs","X","Silver"
"825",1976,"Innsbruck","Skating","Speed skating","GDR","3000m","W","Silver"
"826",1976,"Innsbruck","Skiing","Cross Country S","GDR","4x5km relay","W","Bronze"
"827",1976,"Innsbruck","Skiing","Cross Country S","GDR","50km","M","Silver"
"828",1976,"Innsbruck","Skiing","Nordic Combined","GDR","individual","M","Bronze"
"829",1976,"Innsbruck","Skiing","Nordic Combined","GDR","individual","M","Gold"
"830",1976,"Innsbruck","Skiing","Ski Jumping","GDR","K120 individual (90m)","M","Bronze"
"831",1976,"Innsbruck","Skiing","Ski Jumping","GDR","K90 individual (70m)","M","Gold"
"832",1976,"Innsbruck","Skiing","Ski Jumping","GDR","K90 individual (70m)","M","Silver"
"833",1976,"Innsbruck","Skiing","Alpine Skiing","ITA","downhill","M","Bronze"
"834",1976,"Innsbruck","Skiing","Alpine Skiing","ITA","slalom","M","Gold"
"835",1976,"Innsbruck","Skiing","Alpine Skiing","ITA","slalom","M","Silver"
"836",1976,"Innsbruck","Skiing","Alpine Skiing","ITA","slalom","W","Silver"
"837",1976,"Innsbruck","Skiing","Alpine Skiing","LIE","slalom","M","Bronze"
"838",1976,"Innsbruck","Skiing","Alpine Skiing","LIE","slalom","W","Bronze"
"839",1976,"Innsbruck","Skating","Figure skating","NED","individual","W","Silver"
"840",1976,"Innsbruck","Skating","Speed skating","NED","10000m","M","Bronze"
"841",1976,"Innsbruck","Skating","Speed skating","NED","10000m","M","Gold"
"842",1976,"Innsbruck","Skating","Speed skating","NED","1500m","M","Bronze"
"843",1976,"Innsbruck","Skating","Speed skating","NED","5000m","M","Bronze"
"844",1976,"Innsbruck","Skating","Speed skating","NED","5000m","M","Silver"
"845",1976,"Innsbruck","Skating","Speed skating","NOR","10000m","M","Silver"
"846",1976,"Innsbruck","Skating","Speed skating","NOR","1000m","M","Silver"
"847",1976,"Innsbruck","Skating","Speed skating","NOR","1500m","M","Gold"
"848",1976,"Innsbruck","Skating","Speed skating","NOR","3000m","W","Bronze"
"849",1976,"Innsbruck","Skating","Speed skating","NOR","5000m","M","Gold"
"850",1976,"Innsbruck","Skiing","Cross Country S","NOR","4x10km relay","M","Silver"
"851",1976,"Innsbruck","Skiing","Cross Country S","NOR","50km","M","Gold"
"852",1976,"Innsbruck","Bobsleigh","Bobsleigh","SUI","four-man","M","Silver"
"853",1976,"Innsbruck","Bobsleigh","Bobsleigh","SUI","two-man","M","Bronze"
"854",1976,"Innsbruck","Skiing","Alpine Skiing","SUI","downhill","M","Silver"
"855",1976,"Innsbruck","Skiing","Alpine Skiing","SUI","giant slalom","M","Gold"
"856",1976,"Innsbruck","Skiing","Alpine Skiing","SUI","giant slalom","M","Silver"
"857",1976,"Innsbruck","Skiing","Alpine Skiing","SWE","giant slalom","M","Bronze"
"858",1976,"Innsbruck","Skiing","Cross Country S","SWE","50km","M","Bronze"
"859",1976,"Innsbruck","Ice Hockey","Ice Hockey","TCH","ice hockey","M","Silver"
"860",1976,"Innsbruck","Biathlon","Biathlon","URS","20km","M","Bronze"
"861",1976,"Innsbruck","Biathlon","Biathlon","URS","20km","M","Gold"
"862",1976,"Innsbruck","Biathlon","Biathlon","URS","4x7.5km relay","M","Gold"
"863",1976,"Innsbruck","Ice Hockey","Ice Hockey","URS","ice hockey","M","Gold"
"864",1976,"Innsbruck","Skating","Figure skating","URS","ice dancing","X","Gold"
"865",1976,"Innsbruck","Skating","Figure skating","URS","ice dancing","X","Silver"
"866",1976,"Innsbruck","Skating","Figure skating","URS","individual","M","Silver"
"867",1976,"Innsbruck","Skating","Figure skating","URS","pairs","X","Gold"
"868",1976,"Innsbruck","Skating","Speed skating","URS","1000m","M","Bronze"
"869",1976,"Innsbruck","Skating","Speed skating","URS","1000m","W","Gold"
"870",1976,"Innsbruck","Skating","Speed skating","URS","1500m","M","Silver"
"871",1976,"Innsbruck","Skating","Speed skating","URS","1500m","W","Bronze"
"872",1976,"Innsbruck","Skating","Speed skating","URS","1500m","W","Gold"
"873",1976,"Innsbruck","Skating","Speed skating","URS","3000m","W","Gold"
"874",1976,"Innsbruck","Skating","Speed skating","URS","500m","M","Gold"
"875",1976,"Innsbruck","Skating","Speed skating","URS","500m","M","Silver"
"876",1976,"Innsbruck","Skating","Speed skating","URS","500m","W","Bronze"
"877",1976,"Innsbruck","Skiing","Cross Country S","URS","10km","W","Bronze"
"878",1976,"Innsbruck","Skiing","Cross Country S","URS","10km","W","Gold"
"879",1976,"Innsbruck","Skiing","Cross Country S","URS","15km","M","Gold"
"880",1976,"Innsbruck","Skiing","Cross Country S","URS","15km","M","Silver"
"881",1976,"Innsbruck","Skiing","Cross Country S","URS","30km mass start","M","Bronze"
"882",1976,"Innsbruck","Skiing","Cross Country S","URS","30km mass start","M","Gold"
"883",1976,"Innsbruck","Skiing","Cross Country S","URS","4x10km relay","M","Bronze"
"884",1976,"Innsbruck","Skiing","Cross Country S","URS","4x5km relay","W","Gold"
"885",1976,"Innsbruck","Skiing","Cross Country S","URS","5km","W","Bronze"
"886",1976,"Innsbruck","Skiing","Cross Country S","URS","5km","W","Silver"
"887",1976,"Innsbruck","Skating","Figure skating","USA","ice dancing","X","Bronze"
"888",1976,"Innsbruck","Skating","Figure skating","USA","individual","W","Gold"
"889",1976,"Innsbruck","Skating","Speed skating","USA","1000m","M","Gold"
"890",1976,"Innsbruck","Skating","Speed skating","USA","1000m","W","Bronze"
"891",1976,"Innsbruck","Skating","Speed skating","USA","1000m","W","Silver"
"892",1976,"Innsbruck","Skating","Speed skating","USA","1500m","W","Silver"
"893",1976,"Innsbruck","Skating","Speed skating","USA","500m","M","Bronze"
"894",1976,"Innsbruck","Skating","Speed skating","USA","500m","W","Gold"
"895",1976,"Innsbruck","Skiing","Alpine Skiing","USA","downhill","W","Bronze"
"896",1976,"Innsbruck","Skiing","Cross Country S","USA","30km mass start","M","Silver"
"897",1980,"Lake Placid","Luge","Luge","AUT","doubles","X","Bronze"
"898",1980,"Lake Placid","Skiing","Alpine Skiing","AUT","downhill","M","Gold"
"899",1980,"Lake Placid","Skiing","Alpine Skiing","AUT","downhill","M","Silver"
"900",1980,"Lake Placid","Skiing","Alpine Skiing","AUT","downhill","W","Gold"
"901",1980,"Lake Placid","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze"
"902",1980,"Lake Placid","Skiing","Ski Jumping","AUT","K120 individual (90m)","M","Silver"
"903",1980,"Lake Placid","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Gold"
"904",1980,"Lake Placid","Skiing","Cross Country S","BUL","30km mass start","M","Bronze"
"905",1980,"Lake Placid","Skating","Speed skating","CAN","1000m","M","Silver"
"906",1980,"Lake Placid","Skiing","Alpine Skiing","CAN","downhill","M","Bronze"
"907",1980,"Lake Placid","Skiing","Cross Country S","FIN","10km","W","Bronze"
